M,Graduate,Married,$120K +,Blue,43,3,33,3,1,3,34516,2129,32387,1463,38,0.587,0.583,0.062,Existing Customer
M,High School,Single,$120K +,Blue,55,3,51,3,1,3,34516,1266,33250,1161,26,0.846,0.368,0.037,Existing Customer
M,Unknown,Single,$120K +,Blue,46,1,32,5,2,1,11840,1295,10545,1560,49,0.84,0.4,0.109,Existing Customer
M,College,Married,$120K +,Blue,47,2,35,4,3,2,3636,1010,2626,1564,59,0.596,0.686,0.278,Existing Customer
M,Unknown,Unknown,$120K +,Blue,42,5,36,4,1,2,34516,1839,32677,1230,34,0.69,0.889,0.053,Existing Customer
M,Doctorate,Married,$120K +,Blue,52,1,41,4,2,2,33864,989,32875,1751,48,1.219,0.92,0.029,Existing Customer
M,Post-Graduate,Divorced,$120K +,Blue,57,2,51,4,1,1,26437,1472,24965,1244,36,0.742,0.5,0.056,Existing Customer
M,Doctorate,Married,$120K +,Blue,60,1,50,6,1,2,21697,2144,19553,2117,48,0.654,0.655,0.099,Existing Customer
M,Doctorate,Single,$120K +,Blue,53,3,36,3,1,0,30883,1694,29189,1267,23,0.86,0.533,0.055,Existing Customer
M,College,Single,$120K +,Blue,46,4,36,5,2,1,7793,1705,6088,1099,39,0.597,0.696,0.219,Existing Customer
M,Graduate,Married,$120K +,Blue,54,4,50,4,2,0,2872,2035,837,1770,47,0.613,0.741,0.709,Existing Customer
M,Unknown,Single,$120K +,Blue,50,2,36,5,1,3,9697,0,9697,1812,50,0.759,0.923,0,Existing Customer
M,Graduate,Single,$120K +,Blue,52,0,41,6,3,2,3386,1794,1592,1736,40,0.671,1.105,0.53,Existing Customer
M,Graduate,Divorced,$120K +,Blue,40,4,30,5,3,3,25188,1295,23893,1513,38,0.557,0.583,0.051,Existing Customer
M,Unknown,Single,$120K +,Blue,40,2,21,6,4,3,20056,1602,18454,1687,46,0.466,0.533,0.08,Existing Customer
M,Unknown,Married,$120K +,Blue,53,2,49,6,2,3,3386,1984,1402,1318,37,0.573,0.194,0.586,Existing Customer
M,High School,Married,$120K +,Blue,53,2,46,4,3,1,7474,0,7474,732,21,0.858,0.615,0,Attrited Customer
M,Uneducated,Single,$120K +,Blue,46,3,36,5,1,3,26977,1961,25016,1958,41,0.641,1.05,0.073,Existing Customer
M,Graduate,Married,$120K +,Blue,53,3,44,3,2,3,12163,2082,10081,2649,56,1.554,0.697,0.171,Existing Customer
M,College,Married,$120K +,Blue,54,2,43,3,2,3,5657,1719,3938,2028,55,0.606,0.667,0.304,Existing Customer
M,College,Single,$120K +,Blue,53,3,36,6,2,0,34516,1901,32615,1497,43,0.914,1.15,0.055,Existing Customer
M,Unknown,Married,$120K +,Blue,55,2,41,4,3,2,14938,0,14938,1134,31,0.49,0.632,0,Existing Customer
M,Uneducated,Single,$120K +,Blue,51,2,39,3,3,1,16868,0,16868,940,25,0.938,0.471,0,Attrited Customer
M,College,Single,$120K +,Blue,51,2,41,6,3,2,26714,2517,24197,1686,50,0.758,0.724,0.094,Existing Customer
M,Graduate,Married,$120K +,Blue,41,2,32,5,2,3,14302,2097,12205,1505,35,0.407,0.591,0.147,Existing Customer
M,Unknown,Unknown,$120K +,Blue,51,2,33,6,2,2,19715,1014,18701,1979,40,1.437,0.667,0.051,Existing Customer
M,High School,Married,$120K +,Blue,53,3,36,3,1,3,21178,1796,19382,1872,59,1.182,1.107,0.085,Existing Customer
M,Graduate,Single,$120K +,Blue,40,3,27,4,2,3,17018,0,17018,1550,47,0.69,0.621,0,Existing Customer
M,Graduate,Married,$120K +,Blue,37,3,25,3,3,0,15017,1733,13284,2076,58,0.635,0.487,0.115,Existing Customer
M,Graduate,Single,$120K +,Blue,55,1,42,4,2,3,34516,1478,33038,1308,41,0.967,0.414,0.043,Existing Customer
M,Graduate,Married,$120K +,Blue,41,3,31,3,3,2,11789,1420,10369,1463,32,0.659,0.684,0.12,Existing Customer
M,High School,Divorced,$120K +,Blue,50,3,37,3,1,2,3073,1792,1281,1734,35,1.099,1.188,0.583,Existing Customer
M,Graduate,Married,$120K +,Blue,54,3,46,3,1,3,34516,854,33662,1999,54,0.928,0.8,0.025,Existing Customer
M,Uneducated,Married,$120K +,Blue,57,1,36,6,2,3,24545,1735,22810,1671,45,0.664,0.5,0.071,Existing Customer
M,Graduate,Single,$120K +,Blue,39,1,24,6,2,4,10074,2517,7557,1729,52,0.77,0.926,0.25,Existing Customer
M,Post-Graduate,Married,$120K +,Blue,36,3,27,2,1,2,13873,0,13873,694,18,0.233,0.286,0,Attrited Customer
M,Graduate,Married,$120K +,Blue,44,5,24,4,1,4,11876,1926,9950,1367,33,0.51,0.737,0.162,Existing Customer
M,Unknown,Married,$120K +,Blue,44,4,31,4,3,4,34516,1197,33319,1594,43,0.669,1.15,0.035,Existing Customer
M,College,Married,$120K +,Blue,58,3,54,5,1,4,3452,2088,1364,1008,21,0.768,0.4,0.605,Existing Customer
M,Graduate,Single,$120K +,Blue,47,5,27,5,3,4,11760,2306,9454,1498,49,0.616,0.96,0.196,Existing Customer
M,Doctorate,Divorced,$120K +,Blue,48,3,36,4,3,2,34516,2517,31999,1699,48,0.697,0.846,0.073,Existing Customer
M,Graduate,Married,$120K +,Blue,58,3,47,3,1,2,27088,0,27088,1135,24,0.581,0.846,0,Existing Customer
M,Uneducated,Married,$120K +,Blue,33,1,16,6,1,3,10705,1352,9353,2434,58,1.171,0.812,0.126,Existing Customer
M,Uneducated,Married,$120K +,Blue,53,1,45,5,1,3,9343,1286,8057,1385,31,0.712,0.722,0.138,Existing Customer
M,Graduate,Married,$120K +,Blue,53,0,33,4,3,3,21006,1905,19101,1856,57,0.701,0.781,0.091,Existing Customer
M,High School,Married,$120K +,Blue,53,2,41,4,3,3,7272,2037,5235,2333,56,0.795,0.697,0.28,Existing Customer
M,High School,Single,$120K +,Blue,44,4,37,5,3,3,8396,1672,6724,1475,35,0.602,0.75,0.199,Existing Customer
M,College,Single,$120K +,Blue,54,3,49,3,2,3,34516,0,34516,2115,24,1.203,0.263,0,Attrited Customer
M,High School,Married,$120K +,Blue,39,1,34,4,2,2,3250,1698,1552,2006,58,0.767,0.568,0.522,Existing Customer
M,College,Married,$120K +,Blue,36,2,29,6,3,2,3158,0,3158,2973,63,1.209,0.969,0,Existing Customer
M,High School,Married,$120K +,Blue,34,3,25,3,2,4,23959,2517,21442,1870,45,0.926,0.667,0.105,Existing Customer
M,Uneducated,Married,$120K +,Blue,56,3,36,6,3,3,34516,1047,33469,1378,30,0.61,0.429,0.03,Existing Customer
M,High School,Married,$120K +,Blue,53,2,36,5,3,3,3329,1092,2237,1978,33,1.466,0.833,0.328,Existing Customer
M,High School,Married,$120K +,Blue,34,2,21,3,3,3,6259,1063,5196,1836,50,0.668,0.515,0.17,Existing Customer
M,High School,Married,$120K +,Blue,54,3,42,6,3,2,20311,1655,18656,1266,34,0.431,0.308,0.081,Existing Customer
M,Graduate,Single,$120K +,Blue,27,0,17,6,2,2,8713,1354,7359,2094,36,0.558,0.333,0.155,Existing Customer
M,Graduate,Married,$120K +,Blue,56,3,36,5,1,1,12211,0,12211,903,29,0.642,0.526,0,Attrited Customer
M,Unknown,Divorced,$120K +,Blue,30,2,14,3,2,3,1548,0,1548,2611,64,0.828,0.455,0,Existing Customer
M,College,Married,$120K +,Blue,56,2,36,6,3,2,27157,1547,25610,1535,38,0.487,0.267,0.057,Existing Customer
M,High School,Single,$120K +,Blue,42,4,35,5,2,2,34516,1658,32858,2935,65,1.095,0.711,0.048,Existing Customer
M,High School,Single,$120K +,Blue,58,3,53,4,1,2,6103,1798,4305,1468,34,0.705,0.619,0.295,Existing Customer
M,Graduate,Married,$120K +,Blue,35,4,30,4,3,4,34516,1018,33498,2350,55,1.129,0.774,0.029,Existing Customer
M,Unknown,Single,$120K +,Blue,42,2,32,5,2,4,4111,1233,2878,1289,36,0.478,0.5,0.3,Existing Customer
M,Graduate,Married,$120K +,Blue,55,4,36,4,2,2,24336,856,23480,1425,33,0.459,0.65,0.035,Existing Customer
M,Unknown,Married,$120K +,Blue,36,3,24,6,3,2,24577,0,24577,1897,39,0.75,0.393,0,Existing Customer
M,Graduate,Married,$120K +,Blue,53,2,36,1,3,2,12778,507,12271,1133,28,0.967,0.4,0.04,Attrited Customer
M,College,Married,$120K +,Blue,54,1,44,4,3,2,2821,2415,406,1419,36,0.441,0.8,0.856,Existing Customer
M,High School,Divorced,$120K +,Blue,36,3,36,3,2,3,3404,1568,1836,2406,65,1.055,0.857,0.461,Existing Customer
M,College,Married,$120K +,Blue,54,2,46,6,1,2,28465,0,28465,1693,37,0.696,1.056,0,Existing Customer
M,Doctorate,Unknown,$120K +,Blue,44,4,32,3,2,3,34516,1356,33160,1531,48,1.169,0.655,0.039,Existing Customer
M,High School,Married,$120K +,Blue,53,2,39,3,2,3,13091,985,12106,1452,37,0.322,0.276,0.075,Existing Customer
M,Uneducated,Single,$120K +,Blue,34,4,36,6,3,2,34516,2517,31999,1969,46,0.975,1.3,0.073,Existing Customer
M,High School,Married,$120K +,Blue,56,2,37,3,1,2,12181,1702,10479,1478,33,0.834,0.5,0.14,Existing Customer
M,College,Married,$120K +,Blue,55,2,37,5,2,3,32641,1551,31090,1327,30,0.488,0.304,0.048,Existing Customer
M,College,Married,$120K +,Blue,47,5,34,3,1,2,17603,1063,16540,2902,64,1.065,0.641,0.06,Existing Customer
M,High School,Married,$120K +,Blue,47,1,41,3,1,4,27858,1314,26544,1772,53,0.676,0.559,0.047,Existing Customer
M,College,Single,$120K +,Blue,49,3,36,5,2,4,34516,0,34516,1793,44,0.646,0.833,0,Existing Customer
M,High School,Married,$120K +,Blue,53,3,44,5,6,4,14057,1655,12402,2073,60,0.676,0.333,0.118,Existing Customer
M,College,Married,$120K +,Blue,56,3,43,6,2,2,17539,2517,15022,1220,30,0.743,0.765,0.144,Existing Customer
M,High School,Married,$120K +,Blue,30,0,13,3,1,4,9007,1965,7042,1925,42,0.698,0.448,0.218,Existing Customer
M,Unknown,Married,$120K +,Blue,55,3,49,3,2,4,9926,2018,7908,2235,57,0.618,0.357,0.203,Existing Customer
M,High School,Single,$120K +,Blue,51,3,36,5,1,4,20741,2504,18237,1818,51,0.8,1.04,0.121,Existing Customer
M,Graduate,Married,$120K +,Blue,52,1,44,6,1,4,9274,2097,7177,2048,59,0.776,0.639,0.226,Existing Customer
M,Unknown,Married,$120K +,Blue,53,1,48,3,2,3,3088,2083,1005,1561,40,0.633,0.538,0.675,Existing Customer
M,Post-Graduate,Married,$120K +,Blue,54,3,42,6,3,4,3092,2165,927,1369,37,0.676,0.542,0.7,Existing Customer
M,Graduate,Married,$120K +,Blue,33,2,21,2,2,4,27992,0,27992,837,18,0.433,1,0,Attrited Customer
M,High School,Married,$120K +,Blue,57,3,50,3,3,2,3205,1530,1675,2126,58,0.673,0.657,0.477,Existing Customer
M,Unknown,Married,$120K +,Blue,49,2,34,5,4,2,27732,1623,26109,1413,31,0.452,0.722,0.059,Existing Customer
M,Graduate,Married,$120K +,Blue,61,2,49,3,0,4,11374,2517,8857,1088,26,1.015,1.167,0.221,Attrited Customer
M,Graduate,Married,$120K +,Blue,39,1,25,6,3,2,5764,1529,4235,1972,38,1.356,0.52,0.265,Existing Customer
M,Graduate,Married,$120K +,Blue,56,2,49,4,1,4,8902,1932,6970,969,29,0.781,1.071,0.217,Existing Customer
M,Uneducated,Married,$120K +,Blue,35,2,26,3,3,4,2944,1596,1348,2070,44,0.737,0.467,0.542,Existing Customer
M,College,Married,$120K +,Blue,59,1,50,1,5,4,15796,812,14984,1339,23,0.719,0.15,0.051,Attrited Customer
M,Unknown,Married,$120K +,Blue,53,1,42,4,1,4,8329,877,7452,1570,56,0.432,0.333,0.105,Existing Customer
M,High School,Married,$120K +,Blue,37,1,32,6,2,2,17393,1409,15984,1692,38,0.608,0.652,0.081,Existing Customer
M,Graduate,Married,$120K +,Blue,34,1,29,4,3,2,14938,1412,13526,1930,36,0.677,0.636,0.095,Existing Customer
M,College,Single,$120K +,Blue,45,4,40,3,3,3,2900,1782,1118,4686,64,1.351,0.561,0.614,Existing Customer
M,High School,Married,$120K +,Blue,32,0,27,3,3,4,22382,0,22382,695,10,0.418,0.25,0,Attrited Customer
M,Uneducated,Married,$120K +,Blue,39,4,36,6,3,2,25790,1798,23992,2443,70,0.973,0.556,0.07,Existing Customer
M,College,Married,$120K +,Blue,36,3,26,3,2,3,17116,939,16177,2547,45,1.575,0.731,0.055,Existing Customer
M,Graduate,Single,$120K +,Blue,47,3,36,6,2,4,34516,933,33583,1804,32,0.946,0.6,0.027,Existing Customer
M,Graduate,Married,$120K +,Blue,37,2,30,2,4,4,13662,0,13662,725,22,0.153,0,0,Attrited Customer
M,Graduate,Married,$120K +,Blue,34,2,28,4,3,3,13384,1853,11531,1899,33,0.807,0.833,0.138,Existing Customer
M,College,Married,$120K +,Blue,41,4,28,5,3,0,28020,1470,26550,1723,36,1.226,1.25,0.052,Existing Customer
M,Graduate,Single,$120K +,Blue,34,2,27,3,1,4,31313,2152,29161,2555,62,0.679,0.676,0.069,Existing Customer
M,Uneducated,Single,$120K +,Blue,36,1,25,6,3,2,7049,1932,5117,2602,51,0.804,0.545,0.274,Existing Customer
M,Uneducated,Married,$120K +,Blue,55,2,48,5,2,3,30967,817,30150,1473,35,0.378,0.522,0.026,Existing Customer
M,Uneducated,Married,$120K +,Blue,39,2,26,2,3,4,8906,0,8906,809,15,0.315,0.25,0,Attrited Customer
M,High School,Married,$120K +,Blue,57,1,46,3,3,4,31762,2517,29245,1515,36,0.735,0.714,0.079,Existing Customer
M,Doctorate,Married,$120K +,Blue,37,0,22,3,3,4,8654,0,8654,850,18,0.446,0.385,0,Attrited Customer
M,Graduate,Single,$120K +,Blue,43,3,31,3,3,3,1438,0,1438,1867,45,0.663,0.875,0,Existing Customer
M,Uneducated,Married,$120K +,Blue,34,1,36,6,2,1,19630,1251,18379,2286,39,1.399,0.696,0.064,Existing Customer
M,Graduate,Married,$120K +,Blue,57,4,51,4,3,1,10711,1970,8741,1180,29,0.71,1.417,0.184,Existing Customer
M,Uneducated,Single,$120K +,Blue,58,2,46,2,3,4,16163,0,16163,2171,48,0.542,0.778,0,Attrited Customer
M,High School,Divorced,$120K +,Blue,37,2,24,4,2,2,3497,1665,1832,2337,61,0.627,0.564,0.476,Existing Customer
M,Graduate,Single,$120K +,Blue,37,2,25,3,3,0,5616,0,5616,1564,31,0.995,0.476,0,Attrited Customer
M,High School,Married,$120K +,Blue,38,2,29,4,1,2,2818,1656,1162,2916,45,1.404,0.957,0.588,Existing Customer
M,College,Married,$120K +,Blue,53,3,43,4,2,5,14938,1155,13783,2248,51,0.995,0.645,0.077,Existing Customer
M,Graduate,Married,$120K +,Blue,33,1,21,4,1,3,4459,1899,2560,2502,48,1.349,1,0.426,Existing Customer
M,Uneducated,Married,$120K +,Blue,56,1,50,4,3,5,16254,1518,14736,2502,55,1.256,0.571,0.093,Existing Customer
M,Unknown,Single,$120K +,Blue,33,2,15,4,2,2,25033,2300,22733,2529,71,0.716,0.578,0.092,Existing Customer
M,Uneducated,Unknown,$120K +,Blue,35,2,29,5,1,2,3300,1731,1569,1745,27,0.689,0.929,0.525,Existing Customer
M,Graduate,Divorced,$120K +,Blue,36,4,29,3,2,2,1651,770,881,2516,54,0.736,0.385,0.466,Existing Customer
M,Unknown,Married,$120K +,Blue,51,2,42,4,1,4,10306,1427,8879,1456,44,0.709,0.294,0.138,Existing Customer
M,Uneducated,Single,$120K +,Blue,46,2,33,6,2,3,34516,676,33840,3508,58,0.814,0.871,0.02,Existing Customer
M,Doctorate,Married,$120K +,Blue,46,4,36,3,2,5,3104,862,2242,2781,74,1.057,0.682,0.278,Existing Customer
M,High School,Married,$120K +,Blue,50,3,40,5,1,4,34516,0,34516,1930,36,0.986,0.44,0,Existing Customer
M,Unknown,Married,$120K +,Blue,38,3,33,5,3,4,30746,1168,29578,1519,43,0.653,0.72,0.038,Existing Customer
M,College,Unknown,$120K +,Blue,45,4,40,3,2,2,11962,1025,10937,1907,52,0.694,0.926,0.086,Existing Customer
M,Uneducated,Single,$120K +,Blue,51,2,36,5,2,4,34516,888,33628,1959,42,1.299,0.909,0.026,Existing Customer
M,Graduate,Married,$120K +,Blue,55,0,42,3,2,1,8302,2517,5785,1576,34,0.661,0.789,0.303,Existing Customer
M,Graduate,Married,$120K +,Blue,56,1,48,6,3,4,2585,1207,1378,1590,33,0.44,0.32,0.467,Existing Customer
M,Graduate,Single,$120K +,Blue,36,3,36,6,2,4,24457,1300,23157,2739,65,0.914,0.912,0.053,Existing Customer
M,Unknown,Single,$120K +,Blue,32,3,20,6,2,2,14244,1673,12571,2729,66,0.699,0.535,0.117,Existing Customer
M,Uneducated,Divorced,$120K +,Blue,34,3,28,4,3,3,9180,1814,7366,2646,49,0.628,0.633,0.198,Existing Customer
M,College,Married,$120K +,Blue,51,2,41,6,2,4,23742,0,23742,3783,57,0.769,0.676,0,Existing Customer
M,Graduate,Married,$120K +,Blue,58,3,52,5,2,5,17934,1578,16356,2005,48,0.593,0.778,0.088,Existing Customer
M,Doctorate,Married,$120K +,Blue,55,3,40,4,3,1,12875,1119,11756,1624,40,0.401,0.429,0.087,Existing Customer
M,Graduate,Married,$120K +,Blue,57,2,49,6,3,1,4698,984,3714,1865,35,0.373,0.458,0.209,Existing Customer
M,Graduate,Married,$120K +,Blue,36,3,29,5,2,4,12852,1945,10907,1606,33,0.659,0.941,0.151,Existing Customer
M,Unknown,Single,$120K +,Blue,52,1,44,6,1,2,34516,0,34516,2848,56,1.03,0.75,0,Existing Customer
M,Unknown,Married,$120K +,Blue,57,1,36,6,2,4,23848,1967,21881,1591,43,0.462,0.72,0.082,Existing Customer
M,High School,Single,$120K +,Blue,35,2,36,4,2,3,27389,1250,26139,2754,60,0.641,0.463,0.046,Existing Customer
M,High School,Married,$120K +,Blue,56,2,46,4,1,3,27029,1347,25682,1302,27,0.381,0.421,0.05,Existing Customer
M,Uneducated,Married,$120K +,Blue,48,3,36,5,2,4,34516,787,33729,1312,32,0.763,0.6,0.023,Attrited Customer
M,Graduate,Married,$120K +,Blue,53,1,41,6,3,2,1612,744,868,1564,33,0.636,0.5,0.462,Existing Customer
M,High School,Married,$120K +,Blue,56,2,41,4,1,3,18442,1470,16972,1281,36,0.491,0.8,0.08,Existing Customer
M,Graduate,Married,$120K +,Blue,53,2,36,5,1,3,11023,0,11023,1656,41,0.539,0.367,0,Existing Customer
M,Post-Graduate,Married,$120K +,Blue,33,1,14,6,1,0,7571,2264,5307,2273,49,0.696,0.485,0.299,Existing Customer
M,Uneducated,Married,$120K +,Blue,56,3,43,5,1,5,5188,753,4435,1540,30,0.591,0.429,0.145,Existing Customer
M,College,Single,$120K +,Blue,41,2,32,6,3,2,5489,1513,3976,4085,65,0.87,0.548,0.276,Existing Customer
M,High School,Married,$120K +,Blue,53,3,40,6,2,5,4182,741,3441,1297,24,0.885,1.182,0.177,Existing Customer
M,Graduate,Single,$120K +,Blue,35,2,27,6,2,2,13655,1048,12607,2383,59,0.509,0.595,0.077,Existing Customer
M,Graduate,Married,$120K +,Blue,35,3,28,4,3,2,14869,0,14869,2753,48,1.624,1.087,0,Existing Customer
M,High School,Married,$120K +,Blue,46,5,32,5,2,2,34516,1024,33492,2436,71,0.72,0.651,0.03,Existing Customer
M,High School,Married,$120K +,Blue,53,4,41,6,3,4,3401,1713,1688,1924,54,0.773,0.317,0.504,Existing Customer
M,High School,Married,$120K +,Blue,33,3,20,6,3,2,27499,1188,26311,2202,46,0.544,0.394,0.043,Existing Customer
M,Graduate,Married,$120K +,Blue,39,3,36,3,3,2,32964,2231,30733,3094,45,1.731,1.647,0.068,Existing Customer
M,Uneducated,Single,$120K +,Blue,34,2,17,3,1,2,5030,2326,2704,3345,69,0.856,1.3,0.462,Existing Customer
M,High School,Married,$120K +,Blue,54,1,42,5,3,3,3251,1919,1332,1406,31,0.56,0.24,0.59,Existing Customer
M,Unknown,Single,$120K +,Blue,42,3,36,6,3,2,15108,0,15108,3738,68,1.015,0.744,0,Existing Customer
M,College,Unknown,$120K +,Blue,42,3,36,3,2,1,21670,2183,19487,4121,81,0.995,0.761,0.101,Existing Customer
M,Graduate,Single,$120K +,Blue,50,3,42,3,1,3,33996,949,33047,3569,77,0.846,0.571,0.028,Existing Customer
M,Graduate,Married,$120K +,Blue,58,2,54,6,2,4,31680,1812,29868,1121,25,0.483,0.562,0.057,Existing Customer
M,Uneducated,Married,$120K +,Blue,55,2,44,3,3,3,27745,1300,26445,1525,21,0.482,0.5,0.047,Existing Customer
M,Unknown,Married,$120K +,Blue,35,0,36,5,2,1,3176,1510,1666,2074,48,0.885,0.92,0.475,Existing Customer
